CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,LAT_DEC,LON_DEC
30,Veracruz de Ignacio de la Llave,89,Jáltipan,17.966068,-94.721735
30,Veracruz de Ignacio de la Llave,90,Jamapa,19.042026,-96.240591
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,17.434927,-95.026253
30,Veracruz de Ignacio de la Llave,92,Xico,19.421269,-97.007233
30,Veracruz de Ignacio de la Llave,94,Juan Rodríguez Clara,17.994004,-95.401354
30,Veracruz de Ignacio de la Llave,95,Juchique de Ferrer,19.841161,-96.69473
30,Veracruz de Ignacio de la Llave,96,Landero y Coss,19.735192,-96.851588
30,Veracruz de Ignacio de la Llave,97,Lerdo de Tejada,18.6282,-95.523222
30,Veracruz de Ignacio de la Llave,99,Maltrata,18.810401,-97.278304
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,19.094434,-96.33323
30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,18.912886,-97.130024
30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,20.073388,-97.05384
30,Veracruz de Ignacio de la Llave,103,Mecatlán,20.210656,-97.68174
30,Veracruz de Ignacio de la Llave,104,Mecayapan,18.221457,-94.837643
30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,19.059241,-96.158172
30,Veracruz de Ignacio de la Llave,106,Miahuatlán,19.707459,-96.869856
30,Veracruz de Ignacio de la Llave,107,Las Minas,19.690924,-97.146117
30,Veracruz de Ignacio de la Llave,109,Misantla,19.928634,-96.852736
30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,18.595618,-96.992734
30,Veracruz de Ignacio de la Llave,111,Moloacán,17.988772,-94.347082
30,Veracruz de Ignacio de la Llave,112,Naolinco,19.655268,-96.873676
30,Veracruz de Ignacio de la Llave,113,Naranjal,18.810826,-96.961341
30,Veracruz de Ignacio de la Llave,114,Nautla,20.209192,-96.774147
30,Veracruz de Ignacio de la Llave,116,Oluta,17.928185,-94.896944
30,Veracruz de Ignacio de la Llave,117,Omealca,18.747305,-96.786203
30,Veracruz de Ignacio de la Llave,118,Orizaba,18.850961,-97.098914
30,Veracruz de Ignacio de la Llave,119,Otatitlán,18.176713,-96.034574
30,Veracruz de Ignacio de la Llave,120,Oteapan,17.999503,-94.666589
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,21.661261,-97.850506
30,Veracruz de Ignacio de la Llave,122,Pajapan,18.261744,-94.691785
30,Veracruz de Ignacio de la Llave,123,Pánuco,22.053613,-98.181305
30,Veracruz de Ignacio de la Llave,124,Papantla,20.446733,-97.322749
30,Veracruz de Ignacio de la Llave,125,Paso del Macho,18.972155,-96.724511
30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,19.285047,-96.438453
30,Veracruz de Ignacio de la Llave,127,La Perla,18.927619,-97.134024
30,Veracruz de Ignacio de la Llave,128,Perote,19.560653,-97.244072
30,Veracruz de Ignacio de la Llave,129,Platón Sánchez,21.273198,-98.374145
30,Veracruz de Ignacio de la Llave,130,Playa Vicente,17.832133,-95.812057
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,20.534088,-97.443567
30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,19.638472,-97.103496
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,22.183633,-97.836676
30,Veracruz de Ignacio de la Llave,134,Puente Nacional,19.327374,-96.481639
30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,18.810522,-97.073438
30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,19.593106,-96.989558
30,Veracruz de Ignacio de la Llave,138,Río Blanco,18.838865,-97.139525
30,Veracruz de Ignacio de la Llave,139,Saltabarranca,18.59024,-95.531879
30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,18.788703,-97.093225
30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,18.448668,-95.212571
30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,17.886052,-95.14008
30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,18.465643,-95.301754
30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,17.880969,-94.960109
30,Veracruz de Ignacio de la Llave,145,Soconusco,17.962881,-94.881051
30,Veracruz de Ignacio de la Llave,146,Sochiapa,19.193295,-96.940646
30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,18.755315,-97.149413
30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,19.044746,-96.423289
30,Veracruz de Ignacio de la Llave,149,Soteapan,18.22951,-94.872756
30,Veracruz de Ignacio de la Llave,150,Tamalín,21.337939,-97.81323
30,Veracruz de Ignacio de la Llave,151,Tamiahua,21.279742,-97.446525
30,Veracruz de Ignacio de la Llave,152,Tampico Alto,22.11323,-97.80163
30,Veracruz de Ignacio de la Llave,153,Tancoco,21.286471,-97.791205
30,Veracruz de Ignacio de la Llave,154,Tantima,21.329637,-97.833292
30,Veracruz de Ignacio de la Llave,155,Tantoyuca,21.351814,-98.229919
30,Veracruz de Ignacio de la Llave,156,Tatatila,19.693457,-97.112142
30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,20.749733,-97.632749
30,Veracruz de Ignacio de la Llave,158,Tecolutla,20.477393,-97.008451
30,Veracruz de Ignacio de la Llave,159,Tehuipango,18.51776,-97.056127
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,20.917143,-97.675531
30,Veracruz de Ignacio de la Llave,161,Tempoal,21.522281,-98.388125
30,Veracruz de Ignacio de la Llave,162,Tenampa,19.248555,-96.884854
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,19.810133,-96.916366
30,Veracruz de Ignacio de la Llave,164,Teocelo,19.386251,-96.972177
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,19.067345,-96.842039
30,Veracruz de Ignacio de la Llave,166,Tepetlán,19.673869,-96.795987
30,Veracruz de Ignacio de la Llave,169,José Azueta,18.075635,-95.707965
30,Veracruz de Ignacio de la Llave,170,Texcatepec,20.584819,-98.364564
30,Veracruz de Ignacio de la Llave,171,Texhuacán,18.620638,-97.038733
30,Veracruz de Ignacio de la Llave,172,Texistepec,17.894277,-94.815294
30,Veracruz de Ignacio de la Llave,173,Tezonapa,18.606807,-96.687534
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,20.716672,-97.537945
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,18.230886,-95.947628
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,19.664859,-97.001371
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,18.613025,-95.656274
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,19.192134,-96.836508
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,20.621569,-98.199049
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,18.802161,-96.060888
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,19.564738,-96.973897
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,19.962652,-97.21253
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,18.612271,-97.118881
30,Veracruz de Ignacio de la Llave,185,Tlilapan,18.805746,-97.099058
30,Veracruz de Ignacio de la Llave,187,Tonayán,19.68289,-96.921507
30,Veracruz de Ignacio de la Llave,188,Totutla,19.211286,-96.961295
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,18.23896,-95.894746
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,19.406446,-96.35996
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,20.027466,-96.649765
30,Veracruz de Ignacio de la Llave,193,Veracruz,19.190323,-96.153028
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,19.648886,-97.223025
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,18.647805,-97.151898
30,Veracruz de Ignacio de la Llave,196,Yanga,18.833836,-96.798498
30,Veracruz de Ignacio de la Llave,197,Yecuatla,19.866186,-96.776227
30,Veracruz de Ignacio de la Llave,200,Zentla,19.115303,-96.858759
30,Veracruz de Ignacio de la Llave,201,Zongolica,18.666891,-96.998364
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,20.761981,-98.342917
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,20.140845,-97.575513
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,18.138272,-94.147239
30,Veracruz de Ignacio de la Llave,205,El Higo,21.768734,-98.453724
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,18.072141,-94.411176
30,Veracruz de Ignacio de la Llave,207,Tres Valles,18.240922,-96.134797
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,18.371734,-95.74476
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,18.246447,-94.760239
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,17.276024,-94.451333
30,Veracruz de Ignacio de la Llave,211,San Rafael,20.188025,-96.870954
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,17.663732,-95.734602
31,Yucatán,1,Abalá,20.647578,-89.680886
31,Yucatán,2,Acanceh,20.812459,-89.453539
31,Yucatán,3,Akil,20.267053,-89.346826
31,Yucatán,4,Baca,21.109514,-89.399405
31,Yucatán,5,Bokobá,21.00694,-89.179525
31,Yucatán,6,Buctzotz,21.201897,-88.794462
31,Yucatán,7,Cacalchén,20.983099,-89.22818
31,Yucatán,8,Calotmul,21.019289,-88.177046
31,Yucatán,9,Cansahcab,21.158103,-89.102341
31,Yucatán,10,Cantamayec,20.470556,-89.080944
31,Yucatán,11,Celestún,20.860092,-90.399464
31,Yucatán,12,Cenotillo,20.965772,-88.60442
31,Yucatán,13,Conkal,21.073894,-89.521284
31,Yucatán,14,Cuncunul,20.641163,-88.296631
31,Yucatán,15,Cuzamá,20.741484,-89.316961
31,Yucatán,16,Chacsinkín,20.172601,-89.016409
31,Yucatán,17,Chankom,20.568583,-88.512346
31,Yucatán,18,Chapab,20.458751,-89.456552
31,Yucatán,19,Chemax,20.655016,-87.937328
31,Yucatán,20,Chicxulub Pueblo,21.137289,-89.515076
31,Yucatán,21,Chichimilá,20.63127,-88.217397
31,Yucatán,22,Chikindzonot,20.333655,-88.486486
31,Yucatán,23,Chocholá,20.750231,-89.830699
31,Yucatán,24,Chumayel,20.429535,-89.302519
31,Yucatán,25,Dzán,20.387764,-89.468871
31,Yucatán,26,Dzemul,21.211503,-89.308814
31,Yucatán,27,Dzidzantún,21.246678,-89.042975
31,Yucatán,28,Dzilam de Bravo,21.393229,-88.89188
31,Yucatán,29,Dzilam González,21.2802,-88.929757
31,Yucatán,30,Dzitás,20.839866,-88.527822
31,Yucatán,31,Dzoncauich,21.129164,-88.890931
31,Yucatán,32,Espita,21.011053,-88.306823
31,Yucatán,33,Halachó,20.477756,-90.082148
31,Yucatán,34,Hocabá,20.81624,-89.245099
31,Yucatán,35,Hoctún,20.865212,-89.202066
31,Yucatán,36,Homún,20.739488,-89.285661
31,Yucatán,37,Huhí,20.724991,-89.162199
31,Yucatán,38,Hunucmá,21.016154,-89.877052
31,Yucatán,39,Ixil,21.153,-89.481211
31,Yucatán,40,Izamal,20.932998,-89.019715
31,Yucatán,41,Kanasín,20.93464,-89.558059
31,Yucatán,42,Kantunil,20.79644,-89.036519
31,Yucatán,43,Kaua,20.620086,-88.414617
31,Yucatán,44,Kinchil,20.916462,-89.947583
31,Yucatán,45,Kopomá,20.64897,-89.899526
31,Yucatán,46,Mama,20.477398,-89.365579
31,Yucatán,47,Maní,20.387762,-89.39289
31,Yucatán,48,Maxcanú,20.585059,-90.00064
31,Yucatán,49,Mayapán,20.468744,-89.215171
31,Yucatán,50,Mérida,20.967184,-89.624365
31,Yucatán,51,Mocochá,21.105684,-89.452056
31,Yucatán,52,Motul,21.095551,-89.283925
31,Yucatán,53,Muna,20.483953,-89.713378
31,Yucatán,54,Muxupip,21.042823,-89.329891
31,Yucatán,55,Opichén,20.550651,-89.856244
31,Yucatán,56,Oxkutzcab,20.301933,-89.418752
31,Yucatán,57,Panabá,21.296861,-88.271183
31,Yucatán,58,Peto,20.125918,-88.923985
31,Yucatán,60,Quintana Roo,20.867188,-88.631751
31,Yucatán,61,Río Lagartos,21.597751,-88.157978
31,Yucatán,62,Sacalum,20.495829,-89.591165
31,Yucatán,63,Samahil,20.883483,-89.888806
31,Yucatán,64,Sanahcat,20.771262,-89.214761
31,Yucatán,66,Santa Elena,20.328898,-89.643259
31,Yucatán,67,Seyé,20.836987,-89.372253
31,Yucatán,68,Sinanché,21.225595,-89.185783
31,Yucatán,69,Sotuta,20.595018,-89.006706
31,Yucatán,70,Sucilá,21.156166,-88.313938
31,Yucatán,71,Sudzal,20.872096,-88.988792
31,Yucatán,72,Suma,21.086491,-89.148279
31,Yucatán,73,Tahdziú,20.203821,-88.944904
31,Yucatán,74,Tahmek,20.875535,-89.255795
31,Yucatán,75,Teabo,20.400411,-89.284919
31,Yucatán,76,Tecoh,20.741726,-89.474302
31,Yucatán,77,Tekal de Venegas,21.014073,-88.947005
31,Yucatán,78,Tekantó,21.011647,-89.106084
31,Yucatán,79,Tekax,20.203465,-89.288388
31,Yucatán,80,Tekit,20.533493,-89.333095
31,Yucatán,81,Tekom,20.602225,-88.264438
31,Yucatán,82,Telchac Pueblo,21.203349,-89.271267
31,Yucatán,83,Telchac Puerto,21.343004,-89.264225
31,Yucatán,84,Temax,21.151841,-88.938634
31,Yucatán,85,Temozón,20.80368,-88.201158
31,Yucatán,86,Tepakán,21.049334,-89.039412
31,Yucatán,87,Tetiz,20.961912,-89.933449
31,Yucatán,88,Teya,21.048538,-89.073709
31,Yucatán,89,Ticul,20.39834,-89.534447
31,Yucatán,90,Timucuy,20.810508,-89.513505
31,Yucatán,91,Tinum,20.767141,-88.391238
31,Yucatán,92,Tixcacalcupul,20.537089,-88.270267
31,Yucatán,93,Tixkokob,21.002568,-89.394966
31,Yucatán,94,Tixmehuac,20.235721,-89.109001
31,Yucatán,95,Tixpéhual,20.978168,-89.441903
31,Yucatán,96,Tizimín,21.143283,-88.151955
31,Yucatán,97,Tunkás,20.90235,-88.752279
31,Yucatán,98,Tzucacab,20.071932,-89.05033
31,Yucatán,99,Uayma,20.717788,-88.317139
31,Yucatán,100,Ucú,21.031735,-89.74644
31,Yucatán,101,Umán,20.88189,-89.748283
31,Yucatán,102,Valladolid,20.689726,-88.20098
31,Yucatán,103,Xocchel,20.833489,-89.183719
31,Yucatán,104,Yaxcabá,20.549126,-88.827206
31,Yucatán,105,Yaxkukul,21.063479,-89.419238
31,Yucatán,106,Yobaín,21.233468,-89.1165
32,Zacatecas,1,Apozol,21.470877,-103.09119
32,Zacatecas,2,Apulco,21.388438,-102.681209
32,Zacatecas,3,Atolinga,21.806949,-103.465583
32,Zacatecas,5,Calera,22.949037,-102.702263
32,Zacatecas,6,Cañitas de Felipe Pescador,23.606976,-102.72659
32,Zacatecas,7,Concepción del Oro,24.613169,-101.420484
32,Zacatecas,9,Chalchihuites,23.47735,-103.884046
32,Zacatecas,10,Fresnillo,23.174895,-102.868229
32,Zacatecas,11,Trinidad García de la Cadena,21.20979,-103.464871
32,Zacatecas,12,Genaro Codina,22.487614,-102.456574
32,Zacatecas,13,General Enrique Estrada,22.995123,-102.740013
32,Zacatecas,14,General Francisco R. Murguía,23.994668,-103.019825
32,Zacatecas,15,El Plateado de Joaquín Amaro,21.936653,-103.092394
32,Zacatecas,16,General Pánfilo Natera,22.664371,-102.109923
32,Zacatecas,18,Huanusco,21.772169,-102.972024
32,Zacatecas,19,Jalpa,21.632239,-102.975834
32,Zacatecas,20,Jerez,22.649403,-102.989924
32,Zacatecas,21,Jiménez del Teul,23.25411,-103.798384
32,Zacatecas,22,Juan Aldama,24.290481,-103.39359
32,Zacatecas,23,Juchipila,21.411504,-103.119243
32,Zacatecas,25,Luis Moya,22.432478,-102.249249
32,Zacatecas,26,Mazapil,24.638097,-101.554967
32,Zacatecas,28,Mezquital del Oro,21.216722,-103.362901
32,Zacatecas,29,Miguel Auza,24.294446,-103.451449
32,Zacatecas,30,Momax,21.922014,-103.313975
32,Zacatecas,31,Monte Escobedo,22.302785,-103.561643
32,Zacatecas,33,Moyahua de Estrada,21.265594,-103.165697
32,Zacatecas,34,Nochistlán de Mejía,21.363253,-102.847165
32,Zacatecas,35,Noria de Ángeles,22.442701,-101.908896
32,Zacatecas,36,Ojocaliente,22.571967,-102.252934
32,Zacatecas,38,Pinos,22.298842,-101.575167
32,Zacatecas,39,Río Grande,23.827434,-103.034332
32,Zacatecas,40,Sain Alto,23.57983,-103.247479
32,Zacatecas,41,El Salvador,24.520577,-100.86783
32,Zacatecas,42,Sombrerete,23.631378,-103.641342
32,Zacatecas,43,Susticacán,22.611089,-103.099689
32,Zacatecas,44,Tabasco,21.865277,-102.913057
32,Zacatecas,45,Tepechitlán,21.671126,-103.327625
32,Zacatecas,46,Tepetongo,22.461265,-103.147898
32,Zacatecas,47,Teúl de González Ortega,21.464091,-103.462039
32,Zacatecas,48,Tlaltenango de Sánchez Román,21.783042,-103.305813
32,Zacatecas,49,Valparaíso,22.7719,-103.567233
32,Zacatecas,50,Vetagrande,22.832765,-102.555492
32,Zacatecas,51,Villa de Cos,23.293893,-102.346888
32,Zacatecas,52,Villa García,22.164898,-101.956319
32,Zacatecas,53,Villa González Ortega,22.512992,-101.913761
32,Zacatecas,55,Villanueva,22.354259,-102.883726
32,Zacatecas,56,Zacatecas,22.776096,-102.571836
32,Zacatecas,57,Trancoso,22.735389,-102.366038
32,Zacatecas,58,Santa María de la Paz,21.512178,-103.407042
